transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary
T000268,2025-05-14,5,A007,Education Fund Account,Bank D,Health Department,temporary_holding,inflow,36400,V000268,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type
T000279,2025-05-14,5,A005,Special Fund Account,Bank C,Emergency Management Department,non_tax_revenue_collection,inflow,86132,V000279,Simulated non tax revenue collection for Emergency Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000259,2025-05-16,5,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,budget_execution_payment,outflow,113330,V000259,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000282,2025-05-16,5,A011,Inter-fund Transfer Account,Bank F,Health Department,project_fund_payment,outflow,136346,V000282,Simulated project fund payment for Health Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000234,2025-05-17,5,A004,Off-budget Fund Account,Bank B,Culture and Tourism Department,budget_execution_payment,outflow,309061,V000234,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000242,2025-05-17,5,A009,Infrastructure Payment Account,Bank E,Transport Department,budget_execution_payment,outflow,202885,V000242,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000248,2025-05-17,5,A002,Budget Execution Payment Account,Bank A,Health Department,refund,inflow,13033,V000248,Simulated refund for Health Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000281,2025-05-17,5,A013,Year-end Settlement Account,Bank G,Urban Management Department,refund,inflow,12278,V000281,Simulated refund for Urban Management Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000283,2025-05-17,5,A012,Audit Adjustment Account,Bank F,Finance Bureau Internal Unit,budget_execution_payment,outflow,102409,V000283,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000276,2025-05-20,5,A009,Infrastructure Payment Account,Bank E,Infrastructure Department,refund,inflow,63842,V000276,Simulated refund for Infrastructure Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000255,2025-05-21,5,A012,Audit Adjustment Account,Bank F,Infrastructure Department,off_budget_fund_transfer,outflow,130755,V000255,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000284,2025-05-21,5,A012,Audit Adjustment Account,Bank F,Health Department,budget_execution_payment,outflow,105178,V000284,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000232,2025-05-22,5,A010,Temporary Holding Account,Bank E,Social Security Department,off_budget_fund_transfer,outflow,150263,V000232,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000241,2025-05-22,5,A002,Budget Execution Payment Account,Bank A,Agriculture Department,project_fund_payment,outflow,338816,V000241,Simulated project fund payment for Agriculture Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000285,2025-05-22,5,A012,Audit Adjustment Account,Bank F,Community Services Department,non_tax_revenue_collection,inflow,86982,V000285,Simulated non tax revenue collection for Community Services Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000233,2025-05-23,5,A011,Inter-fund Transfer Account,Bank F,Health Department,refund,inflow,76763,V000233,Simulated refund for Health Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000251,2025-05-23,5,A013,Year-end Settlement Account,Bank G,Agriculture Department,non_tax_revenue_collection,inflow,43870,V000251,Simulated non tax revenue collection for Agriculture Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000267,2025-05-23,5,A008,Health Project Fund Account,Bank D,Education Department,project_fund_payment,outflow,142268,V000267,Simulated project fund payment for Education Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000260,2025-05-24,5,A002,Budget Execution Payment Account,Bank A,Environmental Protection Department,refund,inflow,49068,V000260,Simulated refund for Environmental Protection Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000273,2025-05-24,5,A013,Year-end Settlement Account,Bank G,Social Security Department,budget_execution_payment,outflow,142332,V000273,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000275,2025-05-24,5,A007,Education Fund Account,Bank D,Emergency Management Department,off_budget_fund_transfer,inflow,494507,V000275,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000236,2025-05-26,5,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,audit_adjustment,outflow,109944,V000236,Simulated audit adjustment for Culture and Tourism Department,simulated_system,bank_statement,100457.59999999999,1,1,1,0,0,81,1,6,High,Immediate review required,large_amount; high_risk_type; high_activity_department
T000256,2025-05-26,5,A008,Health Project Fund Account,Bank D,Emergency Management Department,non_tax_revenue_collection,inflow,68232,V000256,Simulated non tax revenue collection for Emergency Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000263,2025-05-27,5,A011,Inter-fund Transfer Account,Bank F,Agriculture Department,budget_execution_payment,outflow,237583,V000263,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000266,2025-05-27,5,A005,Special Fund Account,Bank C,Finance Bureau Internal Unit,refund,inflow,21873,V000266,Simulated refund for Finance Bureau Internal Unit,simulated_system,bank_statement,70230.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000277,2025-05-27,5,A008,Health Project Fund Account,Bank D,Social Security Department,project_fund_payment,outflow,751160,V000277,Simulated project fund payment for Social Security Department,simulated_system,bank_statement,748920.0,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000240,2025-05-28,5,A003,Non-tax Revenue Collection Account,Bank B,Agriculture Department,audit_adjustment,inflow,24554,V000240,Simulated audit adjustment for Agriculture Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000243,2025-05-28,5,A005,Special Fund Account,Bank C,Emergency Management Department,budget_execution_payment,outflow,259719,V000243,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000247,2025-05-28,5,A006,Social Security Transfer Account,Bank C,Community Services Department,year_end_settlement,outflow,299150,V000247,Simulated year end settlement for Community Services Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000257,2025-05-29,5,A011,Inter-fund Transfer Account,Bank F,Social Security Department,project_fund_payment,outflow,207608,V000257,Simulated project fund payment for Social Security Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000227,2025-05-30,5,A010,Temporary Holding Account,Bank E,Finance Bureau Internal Unit,budget_execution_payment,outflow,69847,V000227,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000231,2025-05-30,5,A004,Off-budget Fund Account,Bank B,Urban Management Department,off_budget_fund_transfer,inflow,438808,V000231,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000261,2025-05-30,5,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,non_tax_revenue_collection,inflow,42044,V000261,Simulated non tax revenue collection for Finance Bureau Internal Unit,simulated_system,bank_statement,163417.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000250,2025-05-31,5,A012,Audit Adjustment Account,Bank F,Transport Department,year_end_settlement,outflow,138042,V000250,Simulated year end settlement for Transport Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000264,2025-05-31,5,A011,Inter-fund Transfer Account,Bank F,Finance Bureau Internal Unit,refund,inflow,32881,V000264,Simulated refund for Finance Bureau Internal Unit,simulated_system,bank_statement,70230.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000265,2025-05-31,5,A002,Budget Execution Payment Account,Bank A,Finance Bureau Internal Unit,budget_execution_payment,outflow,279904,V000265,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000369,2025-06-01,6,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,inter_fund_transfer,outflow,499809,V000369,Simulated inter fund transfer for Infrastructure Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000317,2025-06-02,6,A009,Infrastructure Payment Account,Bank E,Health Department,non_tax_revenue_collection,inflow,170386,V000317,Simulated non tax revenue collection for Health Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000333,2025-06-02,6,A011,Inter-fund Transfer Account,Bank F,Agriculture Department,budget_execution_payment,outflow,21051,V000333,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000363,2025-06-02,6,A007,Education Fund Account,Bank D,Emergency Management Department,budget_execution_payment,outflow,64331,V000363,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000364,2025-06-02,6,A008,Health Project Fund Account,Bank D,Community Services Department,non_tax_revenue_collection,inflow,133180,V000364,Simulated non tax revenue collection for Community Services Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000289,2025-06-03,6,A013,Year-end Settlement Account,Bank G,Culture and Tourism Department,budget_execution_payment,outflow,79500,V000289,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000337,2025-06-03,6,A011,Inter-fund Transfer Account,Bank F,Transport Department,budget_execution_payment,outflow,200494,V000337,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000356,2025-06-03,6,A003,Non-tax Revenue Collection Account,Bank B,Community Services Department,project_fund_payment,outflow,682585,V000356,Simulated project fund payment for Community Services Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000349,2025-06-04,6,A009,Infrastructure Payment Account,Bank E,Environmental Protection Department,budget_execution_payment,outflow,198173,V000349,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
